Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Seasonally Adjusted,last_updated,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,property_type_id,Region,Region Type,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,0.965690305,-0.10%,0.60%,Atlanta,579,2.50%,3.60%,821,-11.30%,-0.20%,FALSE,3/15/2020 14:30,66,4.5,11,220.1640104,-0.073398409,0.009112439,331950,-0.169917479,-0.051571429,206.9510269,-0.057558036,-0.023704003,$361K,-1.10%,-2.40%,,,,566,-19.80%,-1.90%,0.151785714,-0.11092615,0.077158849,"Atlanta, GA",12060,112,-0.050847458,0.671641791,10/1/2015,90,12/31/2015,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.093103448,-0.000370979,0.012602554,Georgia,GA,148918
Value,,1,0.964584746,-0.10%,0.60%,Atlanta,546,-5.70%,19.50%,853,3.90%,-0.60%,FALSE,3/15/2020 14:30,73,7,10,224.6302431,0.020285934,-0.040058002,329000,-0.008886881,-0.131926121,209.244673,0.011083038,-0.013708713,$350K,-3.00%,-11.30%,,,,575,1.60%,-2.90%,0.230769231,0.078983516,-0.026373626,"Atlanta, GA",12060,104,-0.071428571,-0.00952381,11/1/2015,90,1/31/2016,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.091575092,-0.001528357,0.032494129,Georgia,GA,148918
Value,,1,0.96381981,-0.10%,0.40%,Atlanta,540,-1.10%,11.30%,876,2.70%,-2.20%,FALSE,3/15/2020 14:30,76,3,3,241.2250131,0.073875938,0.007224217,399950,0.215653495,-0.030424242,204.5139651,-0.022608499,-0.028047381,$308K,-12.10%,-15.20%,,,,679,18.10%,-2.90%,0.356589147,0.125819917,0.004071162,"Atlanta, GA",12060,129,0.240384615,-0.071942446,12/1/2015,90,2/29/2016,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.090740741,-0.000834351,0.004142803,Georgia,GA,148918
Value,,1,0.966679772,0.30%,0.30%,Atlanta,558,3.30%,1.80%,957,9.20%,2.80%,FALSE,3/15/2020 14:30,74.5,-1.5,-7.5,253.0137072,0.048870115,0.027967641,490000,0.225153144,0.088888889,218.125,0.066553083,0.016684322,$327K,6.40%,-12.70%,,,,909,33.90%,-0.80%,0.263157895,-0.093431253,-0.023274266,"Atlanta, GA",12060,171,0.325581395,-0.140703518,1/1/2016,90,3/31/2016,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.105734767,0.014994026,-0.00355485,Georgia,GA,148918
Value,,1,0.968815365,0.20%,0.40%,Atlanta,603,8.10%,-10.70%,1076,12.40%,12.10%,FALSE,3/15/2020 14:30,66,-8.5,-2,252.8102032,-0.00080432,0.02662926,519900,0.061020408,0.063190184,222.9907657,0.022307235,0.033721855,$348K,6.20%,-5.60%,,,,1055,16.10%,6.20%,0.337078652,0.073920757,0.063446811,"Atlanta, GA",12060,178,0.040935673,-0.114427861,2/1/2016,90,4/30/2016,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.109452736,0.003717969,0.00162408,Georgia,GA,148918
Value,,1,0.969315925,0.10%,0.30%,Atlanta,715,18.60%,-2.70%,1129,4.90%,10.50%,FALSE,3/15/2020 14:30,56,-10,3,258.2185356,0.021392856,0.053094742,542950,0.044335449,0.088076152,228.3129904,0.023867467,0.035288286,$365K,5.00%,-3.10%,,,,1129,7.00%,11.70%,0.258373206,-0.078705446,-0.032535885,"Atlanta, GA",12060,209,0.174157303,0.266666667,3/1/2016,90,5/31/2016,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.115921788,0.006469051,0.011302222,Georgia,GA,148918
Value,,1,0.970005696,0.10%,0.20%,Atlanta,743,3.90%,-3.10%,1140,1.00%,15.00%,FALSE,3/15/2020 14:30,53,-3,3,249.8275862,-0.032495535,0.05237717,499900,-0.079289069,0.086975429,232.9545455,0.02032979,0.017574961,$383K,4.90%,1.40%,,,,1077,-4.60%,12.90%,0.25,-0.008373206,-0.005813953,"Atlanta, GA",12060,192,-0.081339713,-0.106976744,4/1/2016,90,6/30/2016,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.108724832,-0.007196955,0.013548822,Georgia,GA,148918
Value,,1,0.97062086,0.10%,0.20%,Atlanta,771,3.80%,-3.60%,1177,3.20%,22.30%,FALSE,3/15/2020 14:30,53,0,0.5,246.3035019,-0.014106065,0.040362547,440000,-0.119823965,-0.022222222,232.1519541,-0.00344527,0.012177105,$383K,0.00%,-0.60%,,,,999,-7.20%,11.50%,0.192090395,-0.057909605,-0.038678835,"Atlanta, GA",12060,177,-0.078125,-0.027472527,5/1/2016,90,7/31/2016,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.122897801,0.014172969,0.022897801,Georgia,GA,148918
Value,,1,0.969471751,-0.10%,0.10%,Atlanta,757,-1.80%,-2.30%,1105,-6.10%,14.00%,FALSE,3/15/2020 14:30,56,3,0,238.5910519,-0.031312791,0.026626772,399000,-0.093181818,-0.082758621,232.9545455,0.003457181,0.024006355,$383K,0.00%,-0.50%,,,,912,-8.70%,5.20%,0.197802198,0.005711802,-0.081418581,"Atlanta, GA",12060,182,0.028248588,0.181818182,6/1/2016,90,8/31/2016,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.110671937,-0.012225864,0.015188066,Georgia,GA,148918
Value,,1,0.967018166,-0.20%,0.00%,Atlanta,738,-2.50%,9.00%,1125,1.80%,12.60%,FALSE,3/15/2020 14:30,59,3,2,243.8859193,0.02219223,0.00886873,410000,0.027568922,-0.048723898,224.1641337,-0.03773445,0.010783982,$350K,-8.60%,-5.00%,,,,882,-3.30%,3.90%,0.25170068,0.053898482,0.018823968,"Atlanta, GA",12060,147,-0.192307692,0.006849315,7/1/2016,90,9/30/2016,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.10298103,-0.007690907,0.005635897,Georgia,GA,148918
Value,,1,0.965402603,-0.20%,-0.20%,Atlanta,723,-2.00%,20.50%,1112,-1.20%,15.00%,FALSE,3/15/2020 14:30,66,7,10,260.3458099,0.067490123,0.096099986,479900,0.170487805,0.145346062,230.5159979,0.028335774,0.050953137,$350K,0.00%,-2.50%,,,,835,-5.30%,3.30%,0.236111111,-0.015589569,0.050213675,"Atlanta, GA",12060,144,-0.020408163,-0.076923077,8/1/2016,90,10/31/2016,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.076071923,-0.026909107,-0.016951333,Georgia,GA,148918
Value,,1,0.967341201,0.20%,0.10%,Atlanta,675,-6.60%,19.50%,1026,-7.70%,10.80%,FALSE,3/15/2020 14:30,67.5,1.5,6,257.5236457,-0.01084006,0.083836633,479900,0,0.200050013,228.9048474,-0.006989322,0.042418282,$357K,2.00%,-2.20%,,,,765,-8.40%,8.40%,0.171232877,-0.064878234,-0.091478988,"Atlanta, GA",12060,146,0.013888889,0.237288136,9/1/2016,90,11/30/2016,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.09037037,0.014298448,-0.003104056,Georgia,GA,148918
Value,,1,0.965947288,-0.10%,0.00%,Atlanta,636,-5.80%,9.80%,914,-10.90%,11.30%,FALSE,3/15/2020 14:30,68,0.5,2,250,-0.029215359,0.135517106,434950,-0.093665347,0.310287694,234.5190485,0.024526353,0.133210364,$380K,6.30%,5.10%,,,,588,-23.10%,3.90%,0.103773585,-0.067459292,-0.048012129,"Atlanta, GA",12060,106,-0.273972603,-0.053571429,10/1/2016,90,12/31/2016,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.073899371,-0.016470999,-0.019204077,Georgia,GA,148918
Value,,1,0.966661693,0.10%,0.20%,Atlanta,565,-11.20%,3.50%,957,4.70%,12.20%,FALSE,3/15/2020 14:30,67,-1,-6,247.6362501,-0.009455,0.102417229,425000,-0.022876193,0.291793313,229.6328391,-0.020835022,0.097436966,$357K,-5.90%,2.00%,,,,591,0.50%,2.80%,0.252252252,0.148478667,0.021483021,"Atlanta, GA",12060,111,0.047169811,0.067307692,11/1/2016,90,1/31/2017,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.083185841,0.00928647,-0.008389251,Georgia,GA,148918
Value,,1,0.966968516,0.00%,0.30%,Atlanta,528,-6.50%,-2.20%,1031,7.70%,17.70%,FALSE,3/15/2020 14:30,70.5,3.5,-5.5,249.6414827,0.008097492,0.034890534,459900,0.082117647,0.149893737,224.8656946,-0.020759855,0.099512664,$350K,-2.00%,13.80%,,,,715,21.00%,5.30%,0.321167883,0.068915631,-0.035421264,"Atlanta, GA",12060,137,0.234234234,0.062015504,12/1/2016,90,2/28/2017,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.09469697,0.011511129,0.003956229,Georgia,GA,148918
Value,,1,0.972930908,0.60%,0.60%,Atlanta,593,12.30%,6.30%,1098,6.50%,14.70%,FALSE,3/15/2020 14:30,69,-1.5,-5.5,258.9182969,0.037160548,0.023337035,550000,0.195912155,0.12244898,228.6049238,0.016628723,0.048045496,$310K,-11.40%,-5.30%,,,,1000,39.90%,10.00%,0.309859155,-0.011308728,0.04670126,"Atlanta, GA",12060,213,0.554744526,0.245614035,1/1/2017,90,3/31/2017,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.123102867,0.028405897,0.0173681,Georgia,GA,148918
Value,,1,0.972853786,0.00%,0.40%,Atlanta,710,19.70%,17.70%,1108,0.90%,3.00%,FALSE,3/15/2020 14:30,61,-8,-5,257.8116943,-0.004273945,0.019783581,550000,0,0.057895749,235.0094439,0.02801567,0.05389765,$346K,11.60%,-0.40%,,,,1059,5.90%,0.40%,0.24,-0.069859155,-0.097078652,"Atlanta, GA",12060,200,-0.061032864,0.123595506,2/1/2017,90,4/30/2017,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.122535211,-0.000567656,0.013082475,Georgia,GA,148918
Value,,1,0.973138166,0.00%,0.40%,Atlanta,812,14.40%,13.60%,1091,-1.50%,-3.40%,FALSE,3/15/2020 14:30,54,-7,-2,260.7386364,0.011353023,0.009759566,545300,-0.008545455,0.004328207,242.7119551,0.032775326,0.063066778,$363K,4.80%,-0.70%,,,,1067,0.80%,-5.50%,0.228448276,-0.011551724,-0.02992493,"Atlanta, GA",12060,232,0.16,0.110047847,3/1/2017,90,5/31/2017,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.109471095,-0.013064117,-0.006450693,Georgia,GA,148918
Value,,1,0.971408675,-0.20%,0.10%,Atlanta,833,2.60%,12.10%,1087,-0.40%,-4.60%,FALSE,3/15/2020 14:30,50,-4,-3,254.0909091,-0.025495751,0.017065061,449000,-0.176600037,-0.101820364,242.1259843,-0.002414264,0.039370079,$395K,9.00%,3.20%,,,,982,-8.00%,-8.80%,0.217391304,-0.011056972,-0.032608696,"Atlanta, GA",12060,207,-0.107758621,0.078125,4/1/2017,90,6/30/2017,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.105515588,-0.003955507,-0.003209245,Georgia,GA,148918
Value,,1,0.971694453,0.00%,0.10%,Atlanta,793,-4.80%,2.90%,1057,-2.80%,-10.20%,FALSE,3/15/2020 14:30,50,0,-3,252.6760572,-0.00556829,0.025872776,425000,-0.053452116,-0.034090909,237.7938517,-0.01789206,0.024302607,$425K,7.60%,11.00%,,,,924,-5.90%,-7.50%,0.241935484,0.02454418,0.049845088,"Atlanta, GA",12060,186,-0.101449275,0.050847458,5/1/2017,90,7/31/2017,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.10592686,0.000411272,-0.016970941,Georgia,GA,148918
Value,,1,0.969009323,-0.30%,0.00%,Atlanta,750,-5.40%,-0.90%,1073,1.50%,-2.90%,FALSE,3/15/2020 14:30,53,3,-3,244.4416855,-0.03258865,0.024521597,404450,-0.048352941,0.013659148,234.2623739,-0.014851006,0.005614093,$392K,-7.90%,2.20%,,,,917,-0.80%,0.50%,0.285714286,0.043778802,0.087912088,"Atlanta, GA",12060,182,-0.021505376,0,6/1/2017,90,8/31/2017,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.1,-0.00592686,-0.010671937,Georgia,GA,148918
Value,,1,0.96941266,0.00%,0.20%,Atlanta,690,-8.00%,-6.50%,1012,-5.70%,-10.00%,FALSE,3/15/2020 14:30,55,2,-4,248.7103715,0.017463003,0.019781594,435450,0.076647299,0.062073171,233.8271191,-0.00185798,0.043106741,$365K,-6.80%,4.30%,,,,868,-5.30%,-1.60%,0.18226601,-0.103448276,-0.06943467,"Atlanta, GA",12060,203,0.115384615,0.380952381,7/1/2017,90,9/30/2017,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.102898551,0.002898551,-8.25E-05,Georgia,GA,148918
Value,,1,0.970019257,0.10%,0.50%,Atlanta,683,-1.00%,-5.50%,971,-4.10%,-12.70%,FALSE,3/15/2020 14:30,54,-1,-12,253.1840796,0.017987622,-0.027508529,495000,0.136755081,0.031464889,229.5408422,-0.018330965,-0.004230317,$340K,-6.80%,-2.90%,,,,853,-1.70%,2.20%,0.313253012,0.130987002,0.077141901,"Atlanta, GA",12060,166,-0.18226601,0.152777778,8/1/2017,90,10/31/2017,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.111273792,0.008375241,0.03520187,Georgia,GA,148918
Value,,1,0.97361391,0.40%,0.60%,Atlanta,662,-3.10%,-1.90%,858,-11.60%,-16.40%,FALSE,3/15/2020 14:30,53,-1,-14.5,260.3143418,0.028162364,0.01083666,499999,0.01009899,0.041881642,233.9499456,0.019208361,0.022040154,$369K,8.50%,3.30%,,,,729,-14.50%,-4.70%,0.289940828,-0.023312184,0.118707952,"Atlanta, GA",12060,169,0.018072289,0.157534247,9/1/2017,90,11/30/2017,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.137462236,0.026188444,0.047091865,Georgia,GA,148918
Value,,1,0.972265301,-0.10%,0.60%,Atlanta,674,1.80%,6.00%,783,-8.70%,-14.30%,FALSE,3/15/2020 14:30,54,1,-14,257.7518795,-0.009843723,0.031007518,425000,-0.1499983,-0.022876193,237.0813704,0.01338502,0.010925858,$415K,12.50%,9.40%,,,,593,-18.70%,0.90%,0.240740741,-0.049200088,0.136967156,"Atlanta, GA",12060,108,-0.360946746,0.018867925,10/1/2017,90,12/31/2017,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.133333333,-0.004128902,0.059433962,Georgia,GA,148918
Value,,1,0.972258814,0.00%,0.60%,Atlanta,624,-7.40%,10.40%,809,3.30%,-15.50%,FALSE,3/15/2020 14:30,62,8,-5,253.2239156,-0.017567142,0.022564005,399450,-0.060117647,-0.060117647,244.173141,0.029912812,0.063319784,$432K,4.10%,21.00%,,,,636,7.30%,7.60%,0.403614458,0.162873717,0.151362206,"Atlanta, GA",12060,166,0.537037037,0.495495495,11/1/2017,90,1/31/2018,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.118589744,-0.01474359,0.035403903,Georgia,GA,148918
Value,,1,0.971621714,-0.10%,0.50%,Atlanta,619,-0.80%,17.20%,825,2.00%,-20.00%,FALSE,3/15/2020 14:30,58,-4,-12.5,264.09842,0.042944224,0.057910798,459900,0.151333083,0,237.0540852,-0.029155769,0.054202979,$411K,-5.00%,17.30%,,,,741,16.50%,3.60%,0.459302326,0.055687868,0.138134442,"Atlanta, GA",12060,172,0.036144578,0.255474453,12/1/2017,90,2/28/2018,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.119547658,0.000957914,0.024850688,Georgia,GA,148918
Value,,1,0.974537878,0.30%,0.20%,Atlanta,644,4.00%,8.60%,868,5.20%,-20.90%,FALSE,3/15/2020 14:30,46,-12,-23,267.2920142,0.01209244,0.032341157,548500,0.192650576,-0.002727273,233.6538462,-0.014343727,0.022085799,$360K,-12.30%,16.10%,,,,972,31.20%,-2.80%,0.481132075,0.02182975,0.171272921,"Atlanta, GA",12060,212,0.23255814,-0.004694836,1/1/2018,90,3/31/2018,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.142857143,0.023309485,0.019754276,Georgia,GA,148918
Value,,1,0.976000744,0.10%,0.30%,Atlanta,725,12.60%,2.10%,886,2.10%,-20.00%,FALSE,3/15/2020 14:30,31,-15,-30,277.8991105,0.039683551,0.07791507,574900,0.048131267,0.045272727,234.2888644,0.002717774,-0.003066173,$348K,-3.30%,0.60%,,,,1044,7.40%,-1.40%,0.48046875,-0.000663325,0.24046875,"Atlanta, GA",12060,256,0.20754717,0.28,2/1/2018,90,4/30/2018,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.174931129,0.032073987,0.052395918,Georgia,GA,148918
Value,,1,0.976505564,0.10%,0.30%,Atlanta,771,6.30%,-5.00%,913,3.00%,-16.30%,FALSE,3/15/2020 14:30,28,-3,-26,278.197662,0.001074316,0.066959872,582450,0.013132719,0.068127636,246.1622257,0.0506783,0.014215495,$387K,11.20%,6.80%,,,,1056,1.10%,-1.00%,0.35,-0.13046875,0.121551724,"Atlanta, GA",12060,200,-0.21875,-0.137931034,3/1/2018,90,5/31/2018,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.176165803,0.001234674,0.066694708,Georgia,GA,148918
Value,,1,0.97532359,-0.10%,0.40%,Atlanta,779,1.00%,-6.50%,905,-0.90%,-16.70%,FALSE,3/15/2020 14:30,30,2,-20,278.1479014,-0.000178868,0.094678682,552500,-0.051420723,0.230512249,254.6068641,0.034305176,0.051547048,$445K,15.00%,12.70%,,,,964,-8.70%,-1.80%,0.425414365,0.075414365,0.20802306,"Atlanta, GA",12060,181,-0.095,-0.125603865,4/1/2018,90,6/30/2018,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.166666667,-0.009499136,0.061151079,Georgia,GA,148918
Value,,1,0.976246699,0.10%,0.50%,Atlanta,775,-0.50%,-2.30%,942,4.10%,-10.90%,FALSE,3/15/2020 14:30,34,4,-16,273.857418,-0.015425187,0.083828128,534500,-0.032579186,0.257647059,252.7598528,-0.007254366,0.062936871,$459K,3.10%,8.00%,,,,876,-9.10%,-5.20%,0.449101796,0.023687432,0.207166313,"Atlanta, GA",12060,167,-0.077348066,-0.102150538,5/1/2018,90,7/31/2018,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.170322581,0.003655914,0.064395721,Georgia,GA,148918
Value,,1,0.976455776,0.00%,0.70%,Atlanta,735,-5.20%,-2.00%,945,0.30%,-11.90%,FALSE,3/15/2020 14:30,36,2,-17,266.2658981,-0.027720702,0.089281878,449900,-0.158278765,0.11237483,248.3004254,-0.017642942,0.059924483,$443K,-3.50%,13.20%,,,,845,-3.50%,-7.90%,0.410714286,-0.038387511,0.125,"Atlanta, GA",12060,168,0.005988024,-0.076923077,6/1/2018,90,8/31/2018,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.161684783,-0.008637798,0.061684783,Georgia,GA,148918
Value,,1,0.976461607,0.00%,0.70%,Atlanta,642,-12.70%,-7.00%,952,0.70%,-5.90%,FALSE,3/15/2020 14:30,40,4,-15,262.9311731,-0.012524041,0.057178161,457950,0.017892865,0.051670685,248.889373,0.002371915,0.064416198,$425K,-4.10%,16.40%,,,,860,1.80%,-0.90%,0.331210191,-0.079504095,0.148944181,"Atlanta, GA",12060,157,-0.06547619,-0.226600985,7/1/2018,90,9/30/2018,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.163297045,0.001612262,0.060398494,Georgia,GA,148918
Value,,1,0.974930549,-0.20%,0.50%,Atlanta,632,-1.60%,-7.50%,929,-2.40%,-4.30%,FALSE,3/15/2020 14:30,40,0,-14,258.7962963,-0.01572608,0.022166547,469500,0.025221094,-0.051515152,250.5506608,0.006674804,0.091529762,$430K,1.20%,26.50%,,,,835,-2.90%,-2.10%,0.3625,0.031289809,0.049246988,"Atlanta, GA",12060,160,0.01910828,-0.036144578,8/1/2018,90,10/31/2018,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.146919431,-0.016377614,0.035645639,Georgia,GA,148918
Value,,1,0.969895611,-0.50%,-0.40%,Atlanta,600,-5.10%,-9.40%,844,-9.10%,-1.60%,FALSE,3/15/2020 14:30,46,6,-7,259.4188377,0.002405527,-0.003440088,452450,-0.036315229,-0.09509819,250.5941389,0.00017353,0.07114425,$449K,4.40%,21.80%,,,,705,-15.60%,-3.30%,0.178571429,-0.183928571,-0.1113694,"Atlanta, GA",12060,140,-0.125,-0.171597633,9/1/2018,90,11/30/2018,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.132669983,-0.014249448,-0.004792252,Georgia,GA,148918
Value,,1,0.971345279,0.10%,-0.10%,Atlanta,595,-0.80%,-11.70%,704,-16.60%,-10.10%,FALSE,3/15/2020 14:30,48,2,-6,258.7962963,-0.002399754,0.004052024,399000,-0.118134601,-0.061176471,247.0467057,-0.01415609,0.042033397,$475K,5.80%,14.50%,,,,514,-27.10%,-13.30%,0.194690265,0.016118837,-0.046050475,"Atlanta, GA",12060,113,-0.192857143,0.046296296,10/1/2018,90,12/31/2018,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.123953099,-0.008716885,-0.009380235,Georgia,GA,148918
Value,,1,0.966783873,-0.50%,-0.50%,Atlanta,484,-18.70%,-22.40%,704,0.00%,-13.00%,FALSE,3/15/2020 14:30,59,11,-3,266.8089648,0.030961295,0.053648366,406300,0.018295739,0.017148579,242.488157,-0.018452173,-0.006900775,$490K,3.20%,13.40%,,,,517,0.60%,-18.70%,0.460869565,0.2661793,0.057255107,"Atlanta, GA",12060,115,0.017699115,-0.307228916,11/1/2018,90,1/31/2019,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.101030928,-0.022922171,-0.017558816,Georgia,GA,148918
Value,,1,0.968990189,0.20%,-0.30%,Atlanta,451,-6.80%,-27.10%,738,4.80%,-10.50%,FALSE,3/15/2020 14:30,65,6,7,270.8412151,0.015112874,0.025531372,499000,0.228156535,0.085018482,242.7134792,0.000929209,0.023873851,$413K,-15.80%,0.50%,,,,663,28.20%,-10.50%,0.408536585,-0.05233298,-0.05076574,"Atlanta, GA",12060,164,0.426086957,-0.046511628,12/1/2018,90,2/28/2019,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.115299335,0.014268407,-0.004248323,Georgia,GA,148918
Value,,1,0.969030333,0.00%,-0.60%,Atlanta,488,8.20%,-24.20%,778,5.40%,-10.40%,FALSE,3/15/2020 14:30,57,-8,11,271.898883,0.003905122,0.01723534,565000,0.132264529,0.030082042,253.8930264,0.046060677,0.08662036,$434K,5.10%,20.40%,,,,891,34.40%,-8.30%,0.468085106,0.059548521,-0.013046969,"Atlanta, GA",12060,188,0.146341463,-0.113207547,1/1/2019,90,3/31/2019,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.112704918,-0.002594417,-0.030152225,Georgia,GA,148918
Value,,1,0.970363638,0.10%,-0.60%,Atlanta,597,22.30%,-17.70%,863,10.90%,-2.60%,FALSE,3/15/2020 14:30,46.5,-10.5,15.5,269.8425027,-0.007563033,-0.028991125,599000,0.060176991,0.041920334,258.776329,0.019233701,0.104518261,$500K,15.30%,43.60%,,,,970,8.90%,-7.10%,0.371428571,-0.096656535,-0.109040179,"Atlanta, GA",12060,175,-0.069148936,-0.31640625,2/1/2019,90,4/30/2019,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.117056856,0.004351938,-0.057874273,Georgia,GA,148918
Value,,1,0.972493767,0.20%,-0.40%,Atlanta,691,15.70%,-10.40%,901,4.40%,-1.30%,FALSE,3/15/2020 14:30,36,-10.5,8,268.2926829,-0.005743423,-0.035604106,600978.5,0.003303005,0.031811314,260.7826087,0.007752949,0.059393284,$520K,4.00%,34.30%,,,,1002,3.30%,-5.10%,0.346846847,-0.024581725,-0.003153153,"Atlanta, GA",12060,222,0.268571429,0.11,3/1/2019,90,5/31/2019,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.105643994,-0.011412862,-0.070521809,Georgia,GA,148918
Value,,1,0.972744943,0.00%,-0.30%,Atlanta,709,2.60%,-9.00%,876,-2.80%,-3.20%,FALSE,3/15/2020 14:30,35,-1,5,264.2225277,-0.015170578,-0.050064637,569800,-0.05187956,0.031312217,260.2058435,-0.00221167,0.021990685,$560K,7.70%,25.80%,,,,922,-8.00%,-4.40%,0.316326531,-0.030520316,-0.109087834,"Atlanta, GA",12060,196,-0.117117117,0.082872928,4/1/2019,90,6/30/2019,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.111424542,0.005780547,-0.055242125,Georgia,GA,148918
Value,,1,0.972076435,-0.10%,-0.40%,Atlanta,700,-1.30%,-9.70%,858,-2.10%,-8.90%,FALSE,3/15/2020 14:30,34,-1,0,265.6950774,0.005573142,-0.029805074,515000,-0.096174096,-0.036482694,260.0915522,-0.000439234,0.029006582,$519K,-7.30%,13.10%,,,,802,-13.00%,-8.40%,0.369230769,0.052904239,-0.079871027,"Atlanta, GA",12060,130,-0.336734694,-0.221556886,5/1/2019,90,7/31/2019,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.11,-0.001424542,-0.060322581,Georgia,GA,148918
Value,,1,0.971830137,0.00%,-0.50%,Atlanta,642,-8.30%,-12.70%,855,-0.30%,-9.50%,FALSE,3/15/2020 14:30,40,6,4,267.9979721,0.008667435,0.006505054,487500,-0.053398058,0.083574128,259.8462051,-0.00094331,0.046499235,$534K,2.90%,20.50%,,,,705,-12.10%,-16.60%,0.303703704,-0.065527066,-0.107010582,"Atlanta, GA",12060,135,0.038461538,-0.196428571,6/1/2019,90,8/31/2019,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.115264798,0.005264798,-0.046419985,Georgia,GA,148918
Value,,1,0.969845556,-0.20%,-0.70%,Atlanta,603,-6.10%,-6.10%,876,2.50%,-8.00%,FALSE,3/15/2020 14:30,50,10,10,268.2635858,0.000991104,0.020280641,490000,0.005128205,0.069985806,257.4162679,-0.009351444,0.034259779,$507K,-5.10%,19.20%,,,,711,0.90%,-17.30%,0.401639344,0.097935641,0.070429153,"Atlanta, GA",12060,122,-0.096296296,-0.222929936,7/1/2019,90,9/30/2019,,,,All Residential,-1,"Atlanta, GA - Buckhead",Neighborhood,1,0.100993377,-0.01427142,-0.062303668,Georgia,GA,148918
